1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,4
22,4
23,4
24,4
25,4
26,4
27,4
28,4
29,4
30,4
31,3
32,3
33,3
34,3
35,3
36,3
37,3
38,3
39,3
40,3
41,3
42,3
43,3
44,3
45,3
46,3
47,3
48,3
49,3
50,4
51,2
52,2
53,2
54,2
55,2
56,2
57,2
58,2
59,2
60,2
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,3
72,3
73,3
74,3
75,3
76,3
77,3
78,3
79,3
80,3
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,4
102,4
103,4
104,4
105,4
106,4
107,4
108,4
109,4
110,4
111,1
112,0
113,1
114,1
115,0
116,1
117,1
118,1
119,0
120,0
121,4
122,4
123,4
124,4
125,4
126,4
127,4
128,4
129,4
130,4
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,1
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
